Post_ID,Handle,Likes,Comments,Engagement,Hashtags,Post_Date,Sentiment_Score,Context
POST007124,@style_us7o9j,37914,1685,39599,#FashionBlogger #StyleInspo #StyleTips #Sustainable,17-09-2024,-0.8643,This is what most people get wrong about fashion.
POST007125,@code_zpfe,40162,2456,42618,#CloudComputing #SaaS #Tech #MachineLearning,20-04-2025,-0.1151,This changed everything for me. Swipe to see the full story.
POST007126,@drift_v1b,14449,1061,15510,#Backpacker #Adventure #TravelPhotography #DigitalNomad #BudgetTravel #SoloTravel,06-05-2025,-0.7386,I tested this for 30 days. Here are the results 🔥
POST007127,@tech_33ruq5,25689,712,26401,#DevOps #Startup #Python,15-10-2025,-0.9178,Grateful for every one of you. Hit the link in bio for more!
POST007128,@yummy_un9,21392,544,21936,#EatLocal #Yummy #FoodBlogger,24-03-2025,-0.6151,This is what most people get wrong about food.
POST007129,@code_r6mdmb,120199,4180,124379,#Python #DataScience #MachineLearning #DevOps,01-07-2024,0.6867,I tested this for 30 days. Here are the results 🔥
POST007130,@saas_famy,22244,1012,23256,#Startup #MachineLearning #SaaS,03-08-2024,-0.7535,POV: You finally figured out tech. Life-changing.
POST007131,@dev_yzmzuq,237949,5763,243712,#DataScience #SaaS #OpenSource #DevOps #MachineLearning #Tech,01-05-2024,-0.8188,POV: You finally figured out tech. Life-changing.
POST007132,@ai_j6jm,61418,1953,63371,#Tech #AI #DataScience,09-06-2024,-0.4246,I tested this for 30 days. Here are the results 🔥
POST007133,@globe_hr6l,21327,1674,23001,#DigitalNomad #HiddenGems #TravelPhotography,07-03-2025,0.3485,POV: You finally figured out travel. Life-changing.
POST007134,@trend_uigth,9137,218,9355,#OOTD #FashionWeek #StyleTips #Trending #LuxuryFashion #StyleInspo,02-07-2024,0.4899,Excited to share this with you all! Drop your thoughts below 👇
POST007135,@data_plfaz,113706,1382,115088,#OpenSource #Startup #Tech #CloudComputing #Python #AI,23-12-2024,0.1043,"Behind the scenes of my latest project. Real work, real results."
POST007136,@cloud_mkw5,13146,434,13580,#AI #MachineLearning #DataScience,03-11-2024,-0.6633,"Behind the scenes of my latest project. Real work, real results."
POST007137,@data_utzp,25554,735,26289,#DataScience #SaaS #MachineLearning,01-10-2025,0.9994,"Your questions, answered! Deep dive in the caption."
POST007138,@yummy_awdrw6,3121,109,3230,#FoodBlogger #RecipeOfTheDay #FoodPhotography #Yummy #Foodie,14-09-2025,0.4805,Day 9 of my journey — here's what I learned today.
POST007139,@code_7ud,152909,8346,161255,#Tech #Python #DevOps #AI #DataScience #MachineLearning,25-06-2024,0.3675,Grateful for every one of you. Hit the link in bio for more!
POST007140,@lift_m20us,52251,1838,54089,#FitFam #PersonalTrainer #Marathon #CrossFit #FitnessMotivation,24-05-2024,-0.6077,Grateful for every one of you. Hit the link in bio for more!
POST007141,@saas_4xm0,22147,1509,23656,#AI #Python #DevOps #DataScience #SaaS,18-12-2025,0.0471,Day 70 of my journey — here's what I learned today.
POST007142,@vogue_fep4,87785,2827,90612,#StyleTips #Vintage #StyleInspo,09-02-2024,-0.0887,"Not sponsored, just genuinely love this. Here's my honest take."
POST007143,@build_hifyem,142754,2460,145214,#Python #DataScience #Startup #MachineLearning #AI #CloudComputing,29-06-2024,0.1693,This is what most people get wrong about tech.
POST007144,@gym_qhp,11761,412,12173,#HealthyLifestyle #CrossFit #Gains #WorkoutRoutine #PersonalTrainer,12-12-2025,0.3552,This changed everything for me. Swipe to see the full story.
POST007145,@style_zhdqd,48724,2271,50995,#Vintage #FashionWeek #StyleInspo #FashionBlogger #Sustainable #StyleTips,13-08-2024,0.8613,This is what most people get wrong about fashion.
POST007146,@build_5l5,371732,24283,396015,#CloudComputing #Startup #MachineLearning,28-03-2025,-0.4932,POV: You finally figured out tech. Life-changing.
POST007147,@tech_prj27,101971,7006,108977,#Startup #AI #MachineLearning,22-10-2024,0.401,I tested this for 30 days. Here are the results 🔥
POST007148,@saas_rz5,94101,3486,97587,#Tech #AI #SaaS #MachineLearning #DataScience #Startup,13-12-2024,-0.0805,This changed everything for me. Swipe to see the full story.
POST007149,@roam_ysb,3662,119,3781,#TravelPhotography #Explore #DigitalNomad,13-03-2024,-0.407,Excited to share this with you all! Drop your thoughts below 👇
POST007150,@look_67st8,63421,4844,68265,#FashionBlogger #FashionWeek #Trending #StyleInspo #OOTD,28-05-2024,0.6489,POV: You finally figured out fashion. Life-changing.
POST007151,@code_yhc,578164,41261,619425,#SaaS #AI #DevOps #DataScience #OpenSource #CloudComputing,21-07-2025,-0.0062,This changed everything for me. Swipe to see the full story.
POST007152,@chic_c0i4x6,63887,1431,65318,#StyleInspo #StyleTips #FashionWeek #OOTD #Vintage,04-11-2024,-0.053,"Your questions, answered! Deep dive in the caption."
POST007153,@taste_77n5i,17571,843,18414,#Yummy #Vegan #Foodie,22-07-2025,-0.6529,Grateful for every one of you. Hit the link in bio for more!
POST007154,@tech_jp4,230251,11227,241478,#DevOps #OpenSource #SaaS #Python #DataScience #AI,10-09-2024,0.3433,I tested this for 30 days. Here are the results 🔥
POST007155,@style_0q28ni,34582,2686,37268,#FashionWeek #Sustainable #Streetwear #OOTD #LuxuryFashion,09-08-2025,0.3925,POV: You finally figured out fashion. Life-changing.
POST007156,@gains_321qa1,25304,1835,27139,#Gains #PersonalTrainer #CrossFit,20-03-2024,0.1962,"Behind the scenes of my latest project. Real work, real results."
POST007157,@saas_2yt5r,87995,2760,90755,#DataScience #Startup #MachineLearning #SaaS,05-09-2025,0.7046,Day 66 of my journey — here's what I learned today.
POST007158,@style_saar6,33306,2456,35762,#Vintage #Sustainable #StyleTips #Trending #FashionBlogger #LuxuryFashion,29-09-2025,-0.4044,I tested this for 30 days. Here are the results 🔥
POST007159,@vogue_buqjxl,10786,334,11120,#FashionWeek #Streetwear #Sustainable #StyleInspo #Vintage,17-01-2024,0.5545,I tested this for 30 days. Here are the results 🔥
POST007160,@cloud_ttno6,32642,467,33109,#AI #MachineLearning #CloudComputing,03-07-2024,0.4473,I tested this for 30 days. Here are the results 🔥
POST007161,@saas_ffppsi,148143,11721,159864,#SaaS #DevOps #OpenSource #AI #CloudComputing #MachineLearning,08-04-2025,-0.1587,"Your questions, answered! Deep dive in the caption."
POST007162,@gains_hw51ki,12229,907,13136,#WorkoutRoutine #GymLife #Marathon #Yoga #PersonalTrainer,20-10-2025,-0.7927,This changed everything for me. Swipe to see the full story.
POST007163,@code_izg9,198754,2952,201706,#DataScience #AI #Startup,10-04-2024,0.1015,This is what most people get wrong about tech.
POST007164,@grind_v5ac,3341,173,3514,#GymLife #Gains #HealthyLifestyle #Marathon #WorkoutRoutine #CrossFit,13-05-2024,-0.3134,Grateful for every one of you. Hit the link in bio for more!
POST007165,@wander_zp6v,46398,575,46973,#Wanderlust #TravelPhotography #SoloTravel #TravelBlogger #DigitalNomad,27-11-2024,0.0404,This is what most people get wrong about travel.
POST007166,@vogue_5l4t,19023,890,19913,#Streetwear #FashionBlogger #OOTD #Trending #StyleTips #Sustainable,20-06-2024,-0.4657,POV: You finally figured out fashion. Life-changing.
POST007167,@grind_asroeb,29960,2079,32039,#Yoga #GymLife #CrossFit #FitFam #PersonalTrainer #Marathon,17-03-2024,-0.6392,POV: You finally figured out fitness. Life-changing.
POST007168,@glam_2ve4ir,37970,2280,40250,#Sustainable #StyleInspo #FashionWeek #Streetwear #Trending #FashionBlogger,03-09-2025,-0.0823,This is what most people get wrong about fashion.
POST007169,@code_s2e2fo,83467,4661,88128,#DataScience #Python #OpenSource #CloudComputing #Tech #DevOps,19-08-2024,-0.9825,Excited to share this with you all! Drop your thoughts below 👇
POST007170,@yummy_yk1d,22261,578,22839,#HealthyEating #HomeCooking #Yummy #RecipeOfTheDay,26-01-2024,-0.6515,"Your questions, answered! Deep dive in the caption."
POST007171,@mode_rww,18537,748,19285,#StyleTips #Streetwear #Trending,14-07-2024,0.3859,Day 54 of my journey — here's what I learned today.
POST007172,@roam_5dm5n,7295,344,7639,#Wanderlust #DigitalNomad #Explore,30-05-2024,0.3037,I tested this for 30 days. Here are the results 🔥
POST007173,@lift_9fhhg,30929,813,31742,#PersonalTrainer #FitFam #GymLife #CrossFit,04-07-2025,0.4074,I tested this for 30 days. Here are the results 🔥
POST007174,@foodie_lwhuyo,10539,250,10789,#EatLocal #MealPrep #FoodBlogger #Yummy,23-12-2024,0.0156,POV: You finally figured out food. Life-changing.
POST007175,@run_iikzf,12052,505,12557,#Gains #Marathon #Yoga #GymLife #FitnessMotivation,01-11-2025,0.6042,"Not sponsored, just genuinely love this. Here's my honest take."
POST007176,@look_6u4o,71655,5197,76852,#Streetwear #StyleTips #LuxuryFashion #Trending,29-05-2024,0.3692,Grateful for every one of you. Hit the link in bio for more!
POST007177,@look_50b0,25221,1261,26482,#FashionWeek #Sustainable #LuxuryFashion #Vintage,24-02-2024,-0.592,"Not sponsored, just genuinely love this. Here's my honest take."
POST007178,@glam_o8dth,74504,2621,77125,#Vintage #StyleTips #StyleInspo #LuxuryFashion #FashionBlogger #Streetwear,20-08-2024,0.3029,I tested this for 30 days. Here are the results 🔥
POST007179,@cook_g7t2m,5881,107,5988,#EatLocal #RecipeOfTheDay #Vegan,28-06-2025,0.5741,Excited to share this with you all! Drop your thoughts below 👇
POST007180,@yummy_rafk1,13570,1055,14625,#RecipeOfTheDay #HealthyEating #HomeCooking #FoodPhotography #MealPrep #Yummy,07-05-2025,-0.9014,"Your questions, answered! Deep dive in the caption."
POST007181,@bite_sgiex,1288,96,1384,#Vegan #HomeCooking #Yummy #FoodBlogger #EatLocal,25-04-2025,-0.5929,Day 76 of my journey — here's what I learned today.
POST007182,@trend_fc2n4e,109607,5820,115427,#Trending #Sustainable #FashionBlogger #LuxuryFashion,01-11-2024,-0.2801,"Your questions, answered! Deep dive in the caption."
POST007183,@tech_q62vx5,87767,4578,92345,#Startup #SaaS #Python #Tech,03-08-2024,-0.3058,Day 83 of my journey — here's what I learned today.
POST007184,@dev_xj6mn4,98263,3852,102115,#SaaS #AI #Startup #MachineLearning,23-03-2025,-0.3721,"Not sponsored, just genuinely love this. Here's my honest take."
POST007185,@data_ldb,55380,2001,57381,#DevOps #CloudComputing #Tech #Startup #SaaS #Python,30-04-2025,0.0443,This is what most people get wrong about tech.
POST007186,@fit_a8c3ng,6814,507,7321,#PersonalTrainer #FitnessMotivation #CrossFit #Yoga #HealthyLifestyle,10-11-2025,-0.6129,"Your questions, answered! Deep dive in the caption."
POST007187,@tech_1ywg,100038,4236,104274,#Python #Tech #Startup #CloudComputing #SaaS #DevOps,28-11-2025,-0.3265,"Behind the scenes of my latest project. Real work, real results."
POST007188,@dev_cdec,223846,3701,227547,#CloudComputing #OpenSource #DevOps #Python,19-07-2025,0.3666,"Not sponsored, just genuinely love this. Here's my honest take."
POST007189,@cloud_0142jf,80116,5437,85553,#Python #DataScience #AI #MachineLearning #OpenSource #DevOps,13-02-2025,-0.2918,POV: You finally figured out tech. Life-changing.
POST007190,@foodie_48wvmj,1918,140,2058,#EatLocal #FoodPhotography #Foodie #HomeCooking,01-04-2025,-0.8264,This is what most people get wrong about food.
POST007191,@drift_msbqrj,71994,1462,73456,#Explore #Wanderlust #SoloTravel #TravelPhotography,19-03-2024,0.3421,POV: You finally figured out travel. Life-changing.
POST007192,@lift_1zg,31878,1279,33157,#FitFam #GymLife #Gains,27-07-2025,-0.8676,Excited to share this with you all! Drop your thoughts below 👇
POST007193,@eat_9v7b,3769,289,4058,#FoodPhotography #MealPrep #FoodBlogger #HomeCooking #Yummy #HealthyEating,08-07-2025,-0.591,"Behind the scenes of my latest project. Real work, real results."
POST007194,@foodie_b9a3,9322,359,9681,#Foodie #MealPrep #FoodPhotography #RecipeOfTheDay #Vegan #Yummy,27-04-2025,0.5479,Excited to share this with you all! Drop your thoughts below 👇
POST007195,@vogue_g6ov,28315,1385,29700,#Vintage #StyleTips #LuxuryFashion #FashionBlogger,18-06-2025,0.7842,I tested this for 30 days. Here are the results 🔥
POST007196,@ai_taikbt,126009,5802,131811,#DevOps #SaaS #AI #MachineLearning #Startup,09-12-2024,-0.0425,Grateful for every one of you. Hit the link in bio for more!
POST007197,@chef_h8ec5f,9121,151,9272,#Yummy #EatLocal #RecipeOfTheDay #HealthyEating #HomeCooking,20-03-2025,0.2907,This changed everything for me. Swipe to see the full story.
POST007198,@fit_r0cvrk,16221,1024,17245,#FitnessMotivation #Yoga #CrossFit #GymLife #WorkoutRoutine #HealthyLifestyle,11-02-2024,0.7791,"Behind the scenes of my latest project. Real work, real results."
POST007199,@trend_27ztnn,28395,2209,30604,#OOTD #FashionWeek #FashionBlogger,08-10-2025,0.2837,I tested this for 30 days. Here are the results 🔥
POST007200,@saas_rabb,104405,7359,111764,#OpenSource #CloudComputing #Startup #DataScience #MachineLearning,30-09-2024,0.2137,"Not sponsored, just genuinely love this. Here's my honest take."
POST007201,@dev_1lt,192195,4373,196568,#AI #Tech #Python #MachineLearning,18-04-2025,0.6035,"Behind the scenes of my latest project. Real work, real results."
POST007202,@eat_127,616,38,654,#Vegan #MealPrep #Foodie,18-10-2024,0.4664,I tested this for 30 days. Here are the results 🔥
POST007203,@roam_72h,27334,375,27709,#TravelPhotography #Wanderlust #SoloTravel,03-07-2025,-0.1893,This changed everything for me. Swipe to see the full story.
POST007204,@cook_wfy1n,7112,462,7574,#MealPrep #Vegan #RecipeOfTheDay #FoodPhotography #EatLocal #FoodBlogger,31-12-2025,-0.8406,Day 84 of my journey — here's what I learned today.
POST007205,@run_ysd6,90571,3140,93711,#Gains #GymLife #FitFam #CrossFit,16-11-2025,0.1122,I tested this for 30 days. Here are the results 🔥
POST007206,@ai_tuw,106275,4316,110591,#SaaS #Python #MachineLearning #DevOps #CloudComputing #DataScience,30-12-2025,0.8196,"Your questions, answered! Deep dive in the caption."
POST007207,@build_dmi08w,17336,1368,18704,#OpenSource #DevOps #CloudComputing #SaaS #MachineLearning #AI,20-02-2024,-0.6888,This changed everything for me. Swipe to see the full story.
POST007208,@explore_nn8z,14155,233,14388,#HiddenGems #TravelPhotography #SoloTravel #TravelBlogger #Adventure #BudgetTravel,03-08-2024,0.6683,This is what most people get wrong about travel.
POST007209,@saas_nftu2,96995,2185,99180,#DevOps #AI #SaaS #CloudComputing #DataScience,24-11-2025,0.5483,This changed everything for me. Swipe to see the full story.
POST007210,@globe_kut7,32518,570,33088,#TravelBlogger #DigitalNomad #Backpacker #Explore,28-07-2025,0.7911,POV: You finally figured out travel. Life-changing.
POST007211,@voyage_55aa,13147,815,13962,#TravelBlogger #Explore #TravelPhotography #HiddenGems,01-01-2024,0.4531,I tested this for 30 days. Here are the results 🔥
POST007212,@dev_4jkf,165502,8659,174161,#MachineLearning #SaaS #OpenSource #CloudComputing #DevOps,17-02-2025,-0.392,This changed everything for me. Swipe to see the full story.
POST007213,@ai_6cte,73987,3438,77425,#SaaS #Python #CloudComputing #DevOps #AI,04-11-2024,0.6634,Day 74 of my journey — here's what I learned today.
POST007214,@sweat_tvt4,20252,726,20978,#FitFam #Yoga #FitnessMotivation #CrossFit,01-10-2024,-0.5199,"Your questions, answered! Deep dive in the caption."
POST007215,@code_87ls,65246,2655,67901,#AI #Startup #Python,18-06-2025,-0.7236,"Your questions, answered! Deep dive in the caption."
POST007216,@drift_ya9oo,3442,153,3595,#TravelBlogger #Adventure #TravelPhotography #DigitalNomad #Backpacker,29-09-2025,-0.5636,This changed everything for me. Swipe to see the full story.
POST007217,@yummy_rafk1,8180,502,8682,#Vegan #Foodie #HomeCooking #Yummy #HealthyEating #MealPrep,03-12-2024,-0.8175,This changed everything for me. Swipe to see the full story.
POST007218,@voyage_fdgrr9,31484,2299,33783,#Adventure #HiddenGems #BudgetTravel #DigitalNomad #TravelBlogger,23-08-2024,0.5131,I tested this for 30 days. Here are the results 🔥
POST007219,@glam_5s2lsu,5646,429,6075,#Trending #Vintage #OOTD,08-06-2024,0.5443,"Not sponsored, just genuinely love this. Here's my honest take."
POST007220,@dev_llr,162339,6023,168362,#CloudComputing #Tech #OpenSource,25-10-2024,-0.7747,Excited to share this with you all! Drop your thoughts below 👇
POST007221,@globe_dujed,22860,1223,24083,#Backpacker #Wanderlust #BudgetTravel #TravelPhotography,02-12-2024,-0.2392,"Your questions, answered! Deep dive in the caption."
POST007222,@mode_kma,34427,2596,37023,#StyleInspo #Sustainable #FashionBlogger #FashionWeek,24-03-2025,-0.1376,Excited to share this with you all! Drop your thoughts below 👇
POST007223,@globe_1qxf,1134,32,1166,#HiddenGems #TravelPhotography #Adventure,18-04-2024,0.6185,I tested this for 30 days. Here are the results 🔥
POST007224,@fit_zhtd,40671,856,41527,#Yoga #CrossFit #FitnessMotivation #FitFam #Marathon,05-05-2025,-0.277,Excited to share this with you all! Drop your thoughts below 👇
POST007225,@sweat_e6kk,11894,349,12243,#FitnessMotivation #WorkoutRoutine #GymLife #Yoga #HealthyLifestyle,11-12-2025,-0.2815,Day 9 of my journey — here's what I learned today.
POST007226,@code_3hvw,29012,1465,30477,#OpenSource #DataScience #Tech #CloudComputing #Startup #DevOps,18-05-2024,-0.66,"Your questions, answered! Deep dive in the caption."
